Solute SMILES,LogS
c1sc(-c2sc(-c3ccc(o3)-c3scc4[se]ccc34)c3[nH]ccc23)c2occc12,0.677144
c1ncc(s1)-c1cc2ccc3cc4ccc5nsnc5c4cc3c2c2cscc12,4.39973
[nH]1c2ccc3c[nH]cc3c2c2cnc3cc(sc3c12)-c1scc2[SiH2]C=Cc12,1.681249
C1C=Cc2c1c1[se]c3C=C([SiH2]c3c1c1cscc21)c1scc2cc[nH]c12,1.547415
c1[SiH2]c(cc1)-c1ccc(nc1)-c1sc(-c2scc3nccnc23)c2sccc12,7.119217
c1sc(-c2cc3sc4c(oc5ccc6cscc6c45)c3c3cocc23)c2occc12,2.883396
c1c-c2c(-[s]1)c1ncc3ccc4cocc4c3c1c1nsnc21,3.877833
c1ccc(C2=Cc3oc4c(c3[SiH2]2)c2=C[SiH2]C=c2c2ccc3c[nH]cc3c42)c2nsnc12,4.541361
c1ccc(nc1)-c1cc2c3cocc3c3c4cnccc4c4=CCC=c4c3c2c2c[nH]cc12,2.920565
c1cc2ncc3c4ncc(cc4c4cscc4c3c2o1)-c1scc2[se]ccc12,2.82384
[nH]1c(cc2[nH]c3c4[SiH2]C=Cc4c4c[nH]cc4c3c12)-c1scc2occc12,-1.335207
c1cc2ccc3c([se]c4cc(-c5scc6[SiH2]C=Cc56)c5cscc5c34)c2s1,2.932843
[nH]1c2C=C[SiH2]c2c2cc3c4cocc4c(cc3cc12)-c1nccc2nsnc12,8.083066
c1sc(C2=Cc3ncccc3C2)c2[nH]ccc12,1.675796
c1ccc(s1)-c1cc2cnc3c(oc4ccc5nsnc5c34)c2cn1,4.922975
[nH]1c2cccnc2c2sc3cc(-c4ccccn4)c4=CCC=c4c3c12,3.788605
c1ccc(cn1)-c1sc(-c2sc(c3Cccc23)-c2cccc3c[nH]cc23)c2cc[SiH2]c12,2.176007
c1cc2c(s1)c1ccc3cc(-c4scc5CC=Cc45)c4c[nH]cc4c3c1c1=CCC=c21,1.659688
c1sc(-c2ccc(o2)-c2cccc3cocc23)c2sccc12,2.206372
[nH]1c(cc2cc3[se]c4ccc5=CCC=c5c4c3cc12)-c1scc2sccc12,2.421885
c1ccc(cc1)-c1ccc(-c2sc(-c3cccnc3)c3sccc23)c2cCcc12,4.290605
[nH]1c2cc[se]c2c2c3c[nH]cc3c3cc(ncc3c12)-c1cncs1,1.561149
[nH]1ccc2sc3c(ncc4cc([se]c34)-c3ccccc3)c12,1.265393
c1ccc(s1)-c1cc2ccc3c(c4cocc4c4ccc5ccccc5c34)c2o1,2.347123
[nH]1ccc2oc3c4oc(cc4oc3c12)-c1ccco1,0.463173
c1cnc(s1)-c1sc(-c2sc(-c3scc4[nH]ccc34)c3sccc23)c2cc[nH]c12,-0.19018
[nH]1c(cc2ccc3c4c5c[nH]cc5ccc4c4=C[SiH2]C=c4c3c12)-c1scc2C=CCc12,2.616031
c1ccc(-c2cc3ccc4c5c6cscc6ccc5c5nsnc5c4c3cn2)c2cscc12,6.87234
c1ccc(-c2ccc(cn2)-c2[SiH2]c(cc2)-c2cccc3cocc23)c2c[SiH2]cc12,6.711823
c1ccc(-c2cnc3c(c2)c2cocc2c2cc4ccc5cocc5c4cc32)c2c[nH]cc12,1.917234
c1sc(c2Cccc12)-c1ncc(-c2sc(-c3ncncn3)c3cc[SiH2]c23)c2nsnc12,0
c1cc2cc3[se]c4cc(-c5cncc6nsnc56)c5cscc5c4c3cc2c2cocc12,9.731959
c1cc2c([se]1)c1[se]c3cc(-c4scc5C=CCc45)c4cscc4c3c1c1=CCC=c21,3.204061
c1cnc(s1)-c1ccc(-c2[SiH2]c(cc2)-c2ccccc2)c2ccccc12,4.580427
c1ccc(cn1)-c1ccc(-c2cncc3nsnc23)c2cscc12,9.076551
[nH]1c(cc2c3cscc3c3c(cnc4ccncc34)c12)-c1cccc2ccccc12,3.337611
c1ccc(cc1)-c1cc2ncc3c4ccccc4c4=CCC=c4c3c2c2=CCC=c12,2.721696
c1ncc(s1)-c1cc2cc3c(cc2s1)c1c2ccccc2ccc1c1=C[SiH2]C=c31,4.683611
C1C=Cc2ccc3c(ccc4cc(-c5ccccn5)c5ccccc5c34)c12,1.49991
[nH]1c2ccc3nsnc3c2c2ncc3C=C([SiH2]c3c12)c1cncc2nsnc12,0
c1cnc(s1)-c1ccc(s1)-c1ncc(s1)-c1cccc2c[nH]cc12,3.668459
[nH]1cccc1-c1ccc2cc3c(cc2c1)c1nsnc1c1ccncc31,4.036575
C1C=c2c3c4[SiH2]C=Cc4sc3c3c4c[nH]cc4c(cc3c2=C1)-c1scc2cc[se]c12,1.62433
[SiH2]1C=CC=C1c1cc2sc3c4cnccc4oc3c2cn1,3.472067
[nH]1c2cc(cnc2c2oc3cc[se]c3c12)C1=CC=CC1,1.678727
[nH]1cccc1-c1cnc(s1)-c1cnc(s1)-c1scc2ccCc12,3.470633
c1sc(-c2sc(-c3Cc(cc3)-c3ccccc3)c3cc[se]c23)c2ccoc12,2.486325
c1ccc(-c2cc3cnc4c(cnc5ccc6nsnc6c45)c3c3nsnc23)c2c[nH]cc12,9.397876
c1cc2oc3c(c4nsnc4c4ccc5c[SiH2]cc5c34)c2c2cCcc12,8.144006
C1C=Cc2csc(c12)-c1cc2c3cocc3c3c4CC=Cc4c4cocc4c3c2s1,2.628334
C1C=CC=C1C1=Cc2c(C1)c1c3cscc3ccc1c1cocc21,1.904689
C1C=c2c(cc3oc4c5CC=Cc5ccc4c3c2=C1)-c1scc2ccsc12,2.756072
[nH]1c(cc2c3nsnc3c3c4occc4ccc3c12)-c1scc2occc12,2.843533
c1sc(-c2cc3oc4c(oc5ccc6=C[SiH2]C=c6c45)c3[se]2)c2sccc12,4.779973
c1ccc(o1)-c1sc(-c2sc(-c3ccc[se]3)c3ccsc23)c2ccoc12,2.687106
c1cnc(s1)-c1cnc2c3[se]c4ccc5nsnc5c4c3c3=C[SiH2]C=c3c2c1,7.031354
c1ncc(s1)C1=Cc2cc3c4cocc4c4ccc5=C[SiH2]C=c5c4c3cc2C1,6.095537
c1cc2[se]c3cc4cc(-c5cccc6cscc56)c5c[nH]cc5c4cc3c2s1,1.653579
[nH]1ccc2c3c[nH]cc3c3c4ccc(cc4c4ccccc4c3c12)-c1nccc2nsnc12,5.856726
c1ccc(s1)-c1cc2c(c3c4cscc4ccc3c3=CCC=c23)c2=CCC=c12,2.717602
c1cnc2c(c1)c1=CCC=c1c1c3sc(cc3c3cocc3c21)-c1cccc2c[nH]cc12,2.804964
C1C=Cc2cnc3cc(oc3c12)-c1scc2[se]ccc12,2.730544
[nH]1c2cc([se]c2c2sc3cc[se]c3c12)-c1cncs1,2.342288
[nH]1c2cc(-c3cccc4c[nH]cc34)c3c[nH]cc3c2c2c3c[nH]cc3c3C=CCc3c12,-1.680227
C1C=Cc2ccc3c4CC(=Cc4oc3c12)c1scc2nccnc12,5.415855
C1C=c2c3C=C([SiH2]c3c3c4cocc4c4C=CCc4c3c2=C1)c1scc2[se]ccc12,2.2746
C1C=c2c3C=C[SiH2]c3c3cnc4cc(ccc4c3c2=C1)-c1nccc2nsnc12,9.58743
[nH]1c(cc2c3cscc3c3c([nH]c4ccc5ccccc5c34)c12)-c1scc2cc[se]c12,1.061169
c1ncc(s1)-c1ccc(cc1)-c1sc(-c2scc3cc[se]c23)c2cc[nH]c12,2.298123
c1cc2ncc3c4sc(cc4[se]c3c2s1)-c1cccc2cscc12,2.838457
c1ccc(o1)-c1cc2c(o1)c1oc3ccc4c[nH]cc4c3c1c1=C[SiH2]C=c21,1.607752
c1ccc(nc1)-c1sc(-c2ccc(-c3cccc4cocc34)c3nsnc23)c2sccc12,7.434887
c1ccc(s1)-c1cnc2c3oc4ccsc4c3c3=CCC=c3c2c1,2.901602
[nH]1c2cccnc2c2c1c1ccc(cc1c1ccccc21)-c1cccc2=C[SiH2]C=c12,5.82562
C1C=CC=C1c1cc2cc3ncc4ccc5=C[SiH2]C=c5c4c3cc2c2c[nH]cc12,6.152111
c1sc(c2Cccc12)-c1ccc(-c2ccc(cc2)-c2cccnc2)c2ccccc12,1.107602
c1sc(C2=Cc3c([SiH2]2)c2c4cocc4c4ccccc4c2c2nsnc32)c2[se]ccc12,8.166599
c1ccc(o1)-c1ccc(o1)-c1sc(-c2scc3cc[SiH2]c23)c2cc[nH]c12,1.442168
[nH]1c-2c(Cc3ccc4cscc4c-23)c2ncc(cc12)-c1cccc2=C[SiH2]C=c12,4.973673
[nH]1c(cc2c1c1c(c3ccccc23)c2ccccc2c2=C[SiH2]C=c12)-c1scc2sccc12,5.087908
c1ccc(o1)-c1cnc(-c2sc(c3[SiH2]ccc23)-c2cccc3cocc23)c2nsnc12,10.709834
c1cc2c(s1)c1c3cocc3c3cc(ncc3c1c1=CCC=c21)-c1cccc2cocc12,4.291329
c1ccc(cc1)-c1cc2c(c3cscc13)c1[se]c3ccccc3c1c1=C[SiH2]C=c21,6.218338
[SiH2]1C=Cc2sc3c(c12)c1cscc1c1cc(-c2ccccc2)c2ccccc2c31,2.983238
[nH]1c2ccoc2c2cc3ncc(cc3cc12)-c1cccnc1,1.858174
C1C=c2c3ccc4c[nH]cc4c3c3cnc4cc(ncc4c3c2=C1)C1=CC=C[SiH2]1,4.373097
c1sc(-c2cc3ncc4c(cnc5cccnc45)c3o2)c2cc[se]c12,4.498191
[nH]1ccc2[SiH2]c3c(cnc4C=C([SiH2]c34)c3cncs3)-c12,3.560363
[nH]1c2cc[se]c2c2c3c[nH]cc3c3C=C([SiH2]c3c12)c1scc2sccc12,0.296789
c1ccc(s1)-c1cc2c3cocc3c3c(oc4ccc5nsnc5c34)c2c2cocc12,5.939004
C1C=Cc2csc(c12)-c1cc2c3nsnc3c3C=CCc3c2c2c[nH]cc12,3.725759
c1ccc2cc(oc2c1)-c1cc2c3cscc3ccc2c2cscc12,3.497154
c1ncc(s1)-c1ccc(-c2ccc(-c3ccccc3)c3c[SiH2]cc23)c2nsnc12,8.410842
c1cc2c3cscc3c3c(c4c[nH]cc4c4ccc5nsnc5c34)c2c2cscc12,3.644931
c1sc(-c2ccc(nc2)-c2cnc(-c3cncc4nsnc34)c3nsnc23)c2sccc12,0
c1ncc(s1)-c1cc2[se]c3c(c4c[nH]cc4c4ccc5=CCC=c5c34)c2cn1,3.403061
c1ccc(o1)-c1cc2c(o1)c1cc3c(ccc4ccccc34)cc1c1=CCC=c21,1.914657
c1[SiH2]c(cc1)-c1cnc(s1)-c1sc(c2Cccc12)-c1scc2cc[se]c12,4.749124
[nH]1c2cc(ncc2c2c3cscc3c3ccc4nsnc4c3c12)-c1ccc[se]1,8.128554
C1C=CC=C1c1cc2c3nsnc3c3c4c5c[nH]cc5ccc4c4=C[SiH2]C=c4c3c2o1,4.507422
[nH]1c(cc2sc3c(c12)c1=C[SiH2]C=c1c1ccc2=C[SiH2]C=c2c31)-c1scc2ccoc12,5.309452
c1ncc(s1)-c1ccc2c(ccc3c2ncc2ccc4=CCC=c4c32)c1,4.129212
c1sc(-c2[SiH2]c(cc2)-c2ccc(s2)-c2ccccn2)c2ccsc12,4.94527
c1cnc(s1)-c1cc2ccc3c(ncc4ccc5c[nH]cc5c34)c2c2=CCC=c12,3.278485
[SiH2]1C=Cc2c1c1c3c[nH]cc3c3cc(-c4ccc[se]4)c4cocc4c3c1c1cocc21,2.494214
c1sc(-c2ccc(s2)-c2ccc(-c3scc4[nH]ccc34)c3cscc23)c2Cccc12,2.136012
[nH]1ccc2c1cc(-c1ccc3cc[se]c3c1)c1=CCC=c21,0.888616
c1sc(-c2cc3oc4c(c5nsnc5c5ccccc45)c3s2)c2ccoc12,4.281325
c1sc(-c2cnc(s2)-c2ccc(cc2)-c2scc3[se]ccc23)c2cc[se]c12,3.855856
c1ccc(cc1)-c1ncc(s1)-c1ccc(s1)-c1ccccn1,2.996111
c1cc2c(cc(-c3cc4ncccc4[se]3)c3cscc23)s1,2.486442
c1ccc(o1)-c1cc2ccc3c(cnc4cccnc34)c2c2ccccc12,2.259465
c1ccc(-c2cnc(s2)-c2sc(-c3cncc4nsnc34)c3[nH]ccc23)c2cCcc12,0
c1sc(C2=Cc3ccc4ccc5=CCC=c5c4c3C2)c2ccoc12,2.703521
